TrialID	Time	LatticeTime	DetectTime	NumGeneratedContexts	NumMADNoOutlier	NumContextsWithMaximalOutliers
982	9732	9596.0	125.0	4464.0	4463.0	1.0
983	394	22.0	364.0	1.0	0.0	1.0
984	23043	23005.0	19.0	8192.0	8192.0	0.0
985	18469	18436.0	18.0	6440.0	6440.0	0.0
986	392	22.0	363.0	1.0	0.0	1.0
987	394	22.0	363.0	1.0	0.0	1.0
988	17312	17295.0	11.0	5216.0	5216.0	0.0
989	12046	12032.0	9.0	6066.0	6066.0	0.0
990	393	22.0	364.0	1.0	0.0	1.0
991	392	22.0	364.0	1.0	0.0	1.0
992	407	22.0	376.0	1.0	0.0	1.0
993	8598	8586.0	8.0	3905.0	3905.0	0.0
994	23034	22989.0	28.0	8192.0	8192.0	0.0
995	25254	25218.0	18.0	8048.0	8048.0	0.0
996	17282	17262.0	10.0	6521.0	6521.0	0.0
997	17336	17179.0	145.0	5701.0	5700.0	1.0
998	467	24.0	438.0	1.0	0.0	1.0
999	478	29.0	440.0	1.0	0.0	1.0
1000	20040	19994.0	16.0	7663.0	7663.0	0.0
